   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  336    2.4  0.0  0.0  seq_file  13584094 13584135  (1488288) C repeat6003 Unspecified    (0)     42      1 15969  
  355   14.5  0.0  1.6  seq_file  13584167 13584229  (1488194) + repeat2339 Unspecified      2     63    (1) 15970 *
  363   11.9  0.0  1.5  seq_file  13584179 13584246  (1488177) C repeat2343 Unspecified    (1)     67      1 15971  
  283    6.8  0.0  0.0  seq_file  13584211 13584254  (1488169) + repeat3600 Unspecified      1     44    (0) 15972 *
  376    7.8  0.0  0.0  seq_file  13584234 13584284  (1488139) + repeat3151 Unspecified      1     51    (0) 15973  
  280    0.0  0.0  0.0  seq_file  13584259 13584289  (1488134) + repeat1095 Unspecified      1     31    (0) 15974 *
  318    0.0  0.0  0.0  seq_file  13584264 13584299  (1488124) + repeat1324 Unspecified      1     36    (0) 15975 *
  327    0.0  0.0  0.0  seq_file  13584271 13584306  (1488117) + repeat3152 Unspecified      1     36    (0) 15976  
  290    0.0  0.0  0.0  seq_file  13584278 13584310  (1488113) + repeat3601 Unspecified      1     33    (0) 15977 *
  447    0.0  0.0  0.0  seq_file  13584282 13584332  (1488091) + repeat5999 Unspecified      1     51    (0) 15978  
  373    7.8  0.0  0.0  seq_file  13584299 13584349  (1488074) C repeat3151 Unspecified    (0)     51      1 15979 *
  292    6.8  0.0  0.0  seq_file  13584329 13584372  (1488051) C repeat3600 Unspecified    (0)     44      1 15980 *
  463    7.5  0.0  0.0  seq_file  13584337 13584403  (1488020) + repeat2343 Unspecified      1     67    (1) 15981  
  414   12.7  0.0  0.0  seq_file  13584353 13584415  (1488008) C repeat2339 Unspecified    (0)     64      2 15982 *
  272    0.0  0.0  0.0  seq_file  13584412 13584443  (1487980) + repeat6002 Unspecified      1     32    (0) 15983 *
  350    0.0  0.0  0.0  seq_file  13584447 13584488  (1487935) + repeat6003 Unspecified      1     42    (0) 15984  
  265    2.8  0.0  0.0  seq_file  13584465 13584500  (1487923) + repeat2346 Unspecified      4     39    (0) 15985 *
  346   10.7  0.0  0.0  seq_file  13584484 13584539  (1487884) C repeat3598 Unspecified    (0)     56      1 15986  
  247    8.8  0.0  0.0  seq_file  13584511 13584544  (1487879) C repeat3597 Unspecified    (0)     34      1 15987 *
  274    9.3  0.0  4.7  seq_file  13584516 13584560  (1487863) C repeat3149 Unspecified    (0)     43      1 15988 *
  310    0.0  0.0  0.0  seq_file  13584546 13584579  (1487844) + repeat6004 Unspecified      1     34    (0) 15989 *
  344    2.4  0.0  0.0  seq_file  13584553 13584594  (1487829) + repeat3608 Unspecified      1     42    (1) 15990  
  340    0.0  0.0  0.0  seq_file  13599596 13599633  (1472790) + repeat3850 Unspecified      1     38    (0) 15991  
  282    0.0  0.0  0.0  seq_file  13599606 13599638  (1472785) + repeat6006 Unspecified      1     33    (0) 15992 *
  291    0.0  2.6  0.0  seq_file  13599612 13599649  (1472774) + repeat4009 Unspecified      1     39    (0) 15993  
  285    5.4  0.0  0.0  seq_file  13599641 13599677  (1472746) + repeat4752 Unspecified      1     37    (0) 15994 *
  272    6.1  0.0  0.0  seq_file  13599650 13599682  (1472741) + repeat4010 Unspecified      1     33    (0) 15995 *
  278    6.1  0.0  0.0  seq_file  13599654 13599686  (1472737) + repeat3461 Unspecified      1     33    (0) 15996  
  275    6.1  0.0  0.0  seq_file  13599658 13599690  (1472733) + repeat4011 Unspecified      1     33    (0) 15997 *
  268    0.0  0.0  0.0  seq_file  13599664 13599694  (1472729) + repeat6008 Unspecified      1     31    (0) 15998 *
  497    0.0  0.0  0.0  seq_file  13599668 13599722  (1472701) + repeat4012 Unspecified      1     55    (0) 15999  
  225   10.2  0.0 15.0  seq_file  13606053 13606121  (1466302) + repeat5171 Unspecified      8     67    (5) 16000 *
  234   13.8  0.0  5.9  seq_file  13606068 13606121  (1466302) + repeat4243 Unspecified      1     51    (6) 16001  
  287    9.3  0.0  0.0  seq_file  13611688 13611730  (1460693) + repeat6049 Unspecified     11     53    (0) 16002 *
  302    0.0  0.0  0.0  seq_file  13611695 13611731  (1460692) + repeat6048 Unspecified      1     37    (0) 16003  
  284   10.0  0.0  0.0  seq_file  13611697 13611736  (1460687) + repeat6032 Unspecified      1     40    (0) 16004 *
  293    0.0  0.0  0.0  seq_file  13611703 13611736  (1460687) + repeat6031 Unspecified      1     34    (0) 16005 *
  438    1.9  0.0  0.0  seq_file  13611712 13611764  (1460659) + repeat6053 Unspecified      1     53    (0) 16006  
  241   13.0  5.6  0.0  seq_file  13611725 13611778  (1460645) C repeat4339 Unspecified    (2)     57      1 16007 *
  297    0.0  0.0  0.0  seq_file  13611736 13611770  (1460653) + repeat6011 Unspecified      1     35    (0) 16008 *
  460    0.0  0.0  0.0  seq_file  13611742 13611794  (1460629) + repeat6049 Unspecified      1     53    (0) 16009  
  310    7.5  0.0  0.0  seq_file  13611761 13611800  (1460623) + repeat6032 Unspecified      1     40    (0) 16010 *
  460    0.0  0.0  0.0  seq_file  13611774 13611826  (1460597) + repeat6049 Unspecified      1     53    (0) 16011  
  310    7.5  0.0  0.0  seq_file  13611793 13611832  (1460591) + repeat6032 Unspecified      1     40    (0) 16012 *
  460    0.0  0.0  0.0  seq_file  13611806 13611858  (1460565) + repeat6049 Unspecified      1     53    (0) 16013  
  310    7.5  0.0  0.0  seq_file  13611825 13611864  (1460559) + repeat6032 Unspecified      1     40    (0) 16014 *
  263   12.5  9.4  0.0  seq_file  13611836 13611899  (1460524) C repeat5171 Unspecified    (2)     70      1 16015 *
  460    0.0  0.0  0.0  seq_file  13611838 13611890  (1460533) + repeat6049 Unspecified      1     53    (0) 16016  
  268   11.9 10.2  0.0  seq_file  13611844 13611902  (1460521) C repeat7272 Unspecified    (0)     65      1 16017 *
  325    5.0  0.0  0.0  seq_file  13611857 13611896  (1460527) + repeat6032 Unspecified      1     40    (0) 16018  
  286    9.5  9.5  0.0  seq_file  13611868 13611930  (1460493) C repeat5171 Unspecified    (2)     70      2 16019 *
  350   11.3  0.0  0.0  seq_file  13611870 13611922  (1460501) + repeat6049 Unspecified      1     53    (0) 16020  
  310   10.9  0.0  0.0  seq_file  13611898 13611943  (1460480) + repeat6035 Unspecified      1     46    (0) 16021 *
  438    1.9  0.0  0.0  seq_file  13611904 13611956  (1460467) + repeat6053 Unspecified      1     53    (0) 16022  
  269   10.2 10.2  0.0  seq_file  13611908 13611966  (1460457) C repeat7272 Unspecified    (0)     65      1 16023 *
  287    9.4  3.8  0.0  seq_file  13611922 13611974  (1460449) C repeat5168 Unspecified    (0)     55      1 16024 *
  320    7.9  9.5  0.0  seq_file  13611932 13611994  (1460429) C repeat5171 Unspecified    (2)     70      2 16025 *
  420    3.8  0.0  0.0  seq_file  13611934 13611986  (1460437) + repeat6049 Unspecified      1     53    (0) 16026  
  313    7.5  3.8  0.0  seq_file  13611954 13612006  (1460417) C repeat5168 Unspecified    (0)     55      1 16027 *
  310    9.2  9.2  0.0  seq_file  13611962 13612026  (1460397) C repeat5171 Unspecified    (0)     72      2 16028 *
  418    3.8  0.0  0.0  seq_file  13611966 13612018  (1460405) + repeat6049 Unspecified      1     53    (0) 16029  
  232   13.0  5.6  0.0  seq_file  13611981 13612034  (1460389) C repeat4339 Unspecified    (2)     57      1 16030 *
  314    5.0  0.0  0.0  seq_file  13611985 13612024  (1460399) + repeat6032 Unspecified      1     40    (0) 16031  
  260   12.5  9.4  0.0  seq_file  13611996 13612059  (1460364) C repeat5171 Unspecified    (2)     70      1 16032 *
  427    3.8  0.0  0.0  seq_file  13611998 13612050  (1460373) + repeat6049 Unspecified      1     53    (0) 16033  
  273   10.2 10.2  0.0  seq_file  13612004 13612062  (1460361) C repeat7272 Unspecified    (0)     65      1 16034 *
  351    0.0  0.0  0.0  seq_file  13612017 13612056  (1460367) + repeat6032 Unspecified      1     40    (0) 16035  
  269   11.3  3.8  0.0  seq_file  13612018 13612070  (1460353) C repeat5168 Unspecified    (0)     55      1 16036 *
  303    9.5  9.5  0.0  seq_file  13612028 13612090  (1460333) C repeat5171 Unspecified    (2)     70      2 16037 *
  402    5.7  0.0  0.0  seq_file  13612030 13612082  (1460341) + repeat6049 Unspecified      1     53    (0) 16038  
  314    5.0  0.0  0.0  seq_file  13612049 13612088  (1460335) + repeat6046 Unspecified      1     40    (0) 16039 *
  313    7.5  3.8  0.0  seq_file  13612050 13612102  (1460321) C repeat5168 Unspecified    (0)     55      1 16040 *
  317    9.1  9.1  0.0  seq_file  13612058 13612123  (1460300) C repeat5171 Unspecified    (0)     72      1 16041 *
  418    3.8  0.0  0.0  seq_file  13612062 13612114  (1460309) + repeat6049 Unspecified      1     53    (0) 16042  
  317    6.8 10.2  0.0  seq_file  13612068 13612126  (1460297) C repeat7272 Unspecified    (0)     65      1 16043 *
  313    7.5  3.8  0.0  seq_file  13612082 13612134  (1460289) C repeat5168 Unspecified    (0)     55      1 16044 *
  294    9.5  9.5  0.0  seq_file  13612092 13612154  (1460269) C repeat5171 Unspecified    (2)     70      2 16045 *
  420    3.8  0.0  0.0  seq_file  13612094 13612146  (1460277) + repeat6049 Unspecified      1     53    (0) 16046  
  284    9.3  5.6  0.0  seq_file  13612109 13612162  (1460261) C repeat4339 Unspecified    (2)     57      1 16047 *
  338    2.5  0.0  0.0  seq_file  13612113 13612152  (1460271) + repeat6046 Unspecified      1     40    (0) 16048  
  291   10.6  9.1  0.0  seq_file  13612122 13612187  (1460236) C repeat5171 Unspecified    (0)     72      1 16049 *
  444    1.9  0.0  0.0  seq_file  13612126 13612178  (1460245) + repeat6049 Unspecified      1     53    (0) 16050  
  291    8.5 10.2  0.0  seq_file  13612132 13612190  (1460233) C repeat7272 Unspecified    (0)     65      1 16051 *
  339    2.5  0.0  0.0  seq_file  13612145 13612184  (1460239) + repeat6032 Unspecified      1     40    (0) 16052  
  287    9.4  3.8  0.0  seq_file  13612146 13612198  (1460225) C repeat5168 Unspecified    (0)     55      1 16053 *
  320    7.9  9.5  0.0  seq_file  13612156 13612218  (1460205) C repeat5171 Unspecified    (2)     70      2 16054 *
  420    3.8  0.0  0.0  seq_file  13612158 13612210  (1460213) + repeat6049 Unspecified      1     53    (0) 16055  
  313    7.5  3.8  0.0  seq_file  13612178 13612230  (1460193) C repeat5168 Unspecified    (0)     55      1 16056 *
  285   10.8  9.2  0.0  seq_file  13612186 13612250  (1460173) C repeat5171 Unspecified    (0)     72      2 16057 *
  405    0.0  0.0  0.0  seq_file  13612186 13612231  (1460192) + repeat6035 Unspecified      1     46    (0) 16058  
  359    9.4  0.0  0.0  seq_file  13612190 13612242  (1460181) + repeat6049 Unspecified      1     53    (0) 16059 *
  293    0.0  0.0  0.0  seq_file  13612215 13612248  (1460175) + repeat6031 Unspecified      1     34    (0) 16060 *
  438    1.9  0.0  0.0  seq_file  13612224 13612276  (1460147) + repeat6053 Unspecified      1     53    (0) 16061  
  243   11.9 10.2  0.0  seq_file  13612228 13612286  (1460137) C repeat7272 Unspecified    (0)     65      1 16062 *
  258   11.1  5.6  0.0  seq_file  13612237 13612290  (1460133) C repeat4339 Unspecified    (2)     57      1 16063 *
  282    2.9  0.0  0.0  seq_file  13612248 13612282  (1460141) + repeat6011 Unspecified      1     35    (0) 16064  
  260   12.5  9.4  0.0  seq_file  13612252 13612315  (1460108) C repeat5171 Unspecified    (2)     70      1 16065 *
  427    3.8  0.0  0.0  seq_file  13612254 13612306  (1460117) + repeat6049 Unspecified      1     53    (0) 16066  
  273   10.2 10.2  0.0  seq_file  13612260 13612318  (1460105) C repeat7272 Unspecified    (0)     65      1 16067 *
  351    0.0  0.0  0.0  seq_file  13612273 13612312  (1460111) + repeat6032 Unspecified      1     40    (0) 16068  
  269   11.3  3.8  0.0  seq_file  13612274 13612326  (1460097) C repeat5168 Unspecified    (0)     55      1 16069 *
  256   12.7  9.5  0.0  seq_file  13612284 13612346  (1460077) C repeat5171 Unspecified    (2)     70      2 16070 *
  350   11.3  0.0  0.0  seq_file  13612286 13612338  (1460085) + repeat6049 Unspecified      1     53    (0) 16071 *
  374    0.0  0.0  0.0  seq_file  13612286 13612327  (1460096) + repeat6040 Unspecified      1     42    (0) 16072  
  285   10.0  0.0  0.0  seq_file  13612305 13612344  (1460079) + repeat6046 Unspecified      1     40    (0) 16073 *
  238   15.2  9.1  0.0  seq_file  13612314 13612379  (1460044) C repeat5171 Unspecified    (0)     72      1 16074 *
  324    8.7  0.0  0.0  seq_file  13612314 13612359  (1460064) + repeat6035 Unspecified      1     46    (0) 16075 *
  438    1.9  0.0  0.0  seq_file  13612320 13612372  (1460051) + repeat6053 Unspecified      1     53    (0) 16076  
  269   10.2 10.2  0.0  seq_file  13612324 13612382  (1460041) C repeat7272 Unspecified    (0)     65      1 16077 *
  287    9.4  3.8  0.0  seq_file  13612338 13612390  (1460033) C repeat5168 Unspecified    (0)     55      1 16078 *
  320    7.9  9.5  0.0  seq_file  13612348 13612410  (1460013) C repeat5171 Unspecified    (2)     70      2 16079 *
  420    3.8  0.0  0.0  seq_file  13612350 13612402  (1460021) + repeat6049 Unspecified      1     53    (0) 16080  
  313    7.5  3.8  0.0  seq_file  13612370 13612422  (1460001) C repeat5168 Unspecified    (0)     55      1 16081 *
  310    9.2  9.2  0.0  seq_file  13612378 13612442  (1459981) C repeat5171 Unspecified    (0)     72      2 16082 *
  418    3.8  0.0  0.0  seq_file  13612382 13612434  (1459989) + repeat6049 Unspecified      1     53    (0) 16083  
  232   13.0  5.6  0.0  seq_file  13612397 13612450  (1459973) C repeat4339 Unspecified    (2)     57      1 16084 *
  314    5.0  0.0  0.0  seq_file  13612401 13612440  (1459983) + repeat6032 Unspecified      1     40    (0) 16085  
  270   11.1  9.5  0.0  seq_file  13612412 13612474  (1459949) C repeat5171 Unspecified    (2)     70      2 16086 *
  444    1.9  0.0  0.0  seq_file  13612414 13612466  (1459957) + repeat6049 Unspecified      1     53    (0) 16087  
  258   11.1  5.6  0.0  seq_file  13612429 13612482  (1459941) C repeat4339 Unspecified    (2)     57      1 16088 *
  339    2.5  0.0  0.0  seq_file  13612433 13612472  (1459951) + repeat6032 Unspecified      1     40    (0) 16089  
  277   10.9  9.4  0.0  seq_file  13612444 13612507  (1459916) C repeat5171 Unspecified    (2)     70      1 16090 *
  444    1.9  0.0  0.0  seq_file  13612446 13612498  (1459925) + repeat6049 Unspecified      1     53    (0) 16091  
  291    8.5 10.2  0.0  seq_file  13612452 13612510  (1459913) C repeat7272 Unspecified    (0)     65      1 16092 *
  339    2.5  0.0  0.0  seq_file  13612465 13612504  (1459919) + repeat6032 Unspecified      1     40    (0) 16093  
  287    9.4  3.8  0.0  seq_file  13612466 13612518  (1459905) C repeat5168 Unspecified    (0)     55      1 16094 *
  285    9.5  9.5  0.0  seq_file  13612476 13612538  (1459885) C repeat5171 Unspecified    (2)     70      2 16095 *
  381    7.5  0.0  0.0  seq_file  13612478 13612530  (1459893) + repeat6049 Unspecified      1     53    (0) 16096  
  242   11.1  5.6  0.0  seq_file  13612493 13612546  (1459877) C repeat4339 Unspecified    (2)     57      1 16097 *
  313    5.0  0.0  0.0  seq_file  13612497 13612536  (1459887) + repeat6046 Unspecified      1     40    (0) 16098  
  276   12.1  9.1  0.0  seq_file  13612506 13612571  (1459852) C repeat5171 Unspecified    (0)     72      1 16099 *
  406    5.7  0.0  0.0  seq_file  13612510 13612562  (1459861) + repeat6049 Unspecified      1     53    (0) 16100  
  283    8.5 10.2  0.0  seq_file  13612516 13612574  (1459849) C repeat7272 Unspecified    (0)     65      1 16101 *
  339    2.5  0.0  0.0  seq_file  13612529 13612568  (1459855) + repeat6032 Unspecified      1     40    (0) 16102  
  287    9.4  3.8  0.0  seq_file  13612530 13612582  (1459841) C repeat5168 Unspecified    (0)     55      1 16103 *
  277   11.1  9.5  0.0  seq_file  13612540 13612602  (1459821) C repeat5171 Unspecified    (2)     70      2 16104 *
  402    5.7  0.0  0.0  seq_file  13612542 13612594  (1459829) + repeat6049 Unspecified      1     53    (0) 16105  
  269   11.1  5.6  0.0  seq_file  13612557 13612610  (1459813) C repeat4339 Unspecified    (2)     57      1 16106 *
  349    0.0  0.0  0.0  seq_file  13612561 13612600  (1459823) + repeat6046 Unspecified      1     40    (0) 16107  
  267   12.3  9.2  0.0  seq_file  13612570 13612634  (1459789) C repeat5171 Unspecified    (0)     72      2 16108 *
  427    3.8  0.0  0.0  seq_file  13612574 13612626  (1459797) + repeat6049 Unspecified      1     53    (0) 16109  
  244   13.0  5.6  0.0  seq_file  13612589 13612642  (1459781) C repeat4339 Unspecified    (2)     57      1 16110 *
  339    2.5  0.0  0.0  seq_file  13612593 13612632  (1459791) + repeat6032 Unspecified      1     40    (0) 16111  
  270   11.1  9.5  0.0  seq_file  13612604 13612666  (1459757) C repeat5171 Unspecified    (2)     70      2 16112 *
  444    1.9  0.0  0.0  seq_file  13612606 13612658  (1459765) + repeat6049 Unspecified      1     53    (0) 16113  
  258   11.1  5.6  0.0  seq_file  13612621 13612674  (1459749) C repeat4339 Unspecified    (2)     57      1 16114 *
  339    2.5  0.0  0.0  seq_file  13612625 13612664  (1459759) + repeat6032 Unspecified      1     40    (0) 16115  
  260   12.5  9.4  0.0  seq_file  13612636 13612699  (1459724) C repeat5171 Unspecified    (2)     70      1 16116 *
